Bank,Account Number,Loan Type,Investor Code,Borrower,Property Address,Property Type,Product Line,State,Region,Occupancy Code,Stop Code,Account Officer,Loan Closing Date,Maturity Date,Next Payment Due Date,Payment Due Amount,Delinquency Type,# Days Past Due,Total Bank Balance,Charge Off Amount,Original Appraisal Amount,Appraisal Value,Appraisal Date,FICO,Total Loan To Value,Last Payment Received Date,Last Payment Received Amount,Suspense Balance,DDA/Sav Acct#,DDA/Sav Account Balance,Latest Contact Date,Latest Attempt Date
East West Bank,EWB-1000905,Conventional,GNMA,Borrower 905,"1022 Main St, Unit 45",Residential Property (1-4 Units),CE1,WA,East,3,DIS,Richard Davis,2022-08-20,2052-08-12,2026-04-20,2950,Current,0,226919,0,401051,513484,2022-08-05,656,44.19,2025-12-06,4452,520,DDA-84561,32474,2026-03-05,2026-03-17
East West Bank,EWB-1000906,Construction,FHLMC,Borrower 906,"6877 Main St, Unit 50",Commercial & Multi-Family (5+ Units),CE1,NJ,East,1,PIF,Susan Martinez,2023-05-18,2053-05-10,2026-04-20,1970,30-Day Delinquent,30,571794,0,863936,933317,2023-05-03,625,61.26,2025-12-30,3595,874,DDA-92342,14992,2026-02-28,2026-03-18
East West Bank,EWB-1000907,Specialty,PRIV,Borrower 907,"3315 Main St, Unit 6",Commercial & Multi-Family (5+ Units),LC1,NJ,West,2,FC,Jessica Taylor,2023-02-21,2053-02-13,2026-04-20,1026,90-Day Delinquent,150,347620,2234,421830,416881,2023-02-06,701,83.39,2025-12-19,4581,726,DDA-33347,41929,2026-03-20,2026-03-17
East West Bank,EWB-1000908,ARM,GNMA,Borrower 908,"9971 Main St, Unit 21",Commercial & Multi-Family (5+ Units),SP1,IL,East,2,M,Linda Garcia,2023-11-05,2053-10-28,2026-04-20,3948,Current,0,298150,0,509687,575534,2023-10-21,736,51.8,2025-12-20,1907,978,DDA-69562,10117,2026-03-15,2026-03-20
East West Bank,EWB-1000909,Equity,FNMA,Borrower 909,"5222 Main St, Unit 8",Residential Property (1-4 Units),SP1,VA,North,2,BK,Christopher Thomas,2023-10-24,2053-10-16,2026-04-20,2964,Current,0,570176,0,604179,693445,2023-10-09,594,82.22,2025-11-20,3325,145,DDA-42688,14519,2026-02-21,2026-03-17
East West Bank,EWB-1000910,Foreign National,GNMA,Borrower 910,"7964 Main St, Unit 10",Residential Property (1-4 Units),LC1,CA,South,3,SII,David Rodriguez,2022-08-06,2052-07-29,2026-04-20,1064,90-Day Delinquent,120,658421,883,985036,981136,2022-07-22,661,67.11,2025-12-19,4086,351,DDA-23296,47954,2026-02-22,2026-03-16
East West Bank,EWB-1000911,Construction,FHLMC,Borrower 911,"3624 Main St, Unit 40",Commercial & Multi-Family (5+ Units),LC1,MA,North,3,BK,David Rodriguez,2022-12-13,2052-12-05,2026-04-20,2935,30-Day Delinquent,30,957431,0,1224168,1153111,2022-11-28,769,83.03,2025-11-29,1666,979,DDA-19912,13623,2026-03-19,2026-03-20
East West Bank,EWB-1000912,Conventional,GNMA,Borrower 912,"6063 Main St, Unit 12",Residential Property (1-4 Units),CS1,IL,East,3,M,Barbara Taylor,2022-04-01,2052-03-24,2026-04-20,3446,Current,0,915055,0,1430617,1331874,2022-03-17,710,68.7,2025-12-08,1641,294,DDA-47658,40355,2026-03-16,2026-03-16
East West Bank,EWB-1000913,Equity,PRIV,Borrower 913,"1929 Main St, Unit 28",Commercial & Multi-Family (5+ Units),CS1,MA,East,2,LOSS,John Smith,2022-08-08,2052-07-31,2026-04-20,2805,Current,0,798696,0,904296,1110896,2022-07-24,588,71.9,2025-12-13,4313,932,DDA-19759,34330,2026-03-08,2026-03-18
East West Bank,EWB-1000914,ARM,GNMA,Borrower 914,"5821 Main St, Unit 7",Residential Property (1-4 Units),LC1,GA,South,2,M,John Smith,2022-09-30,2052-09-22,2026-04-20,2829,60-Day Delinquent,60,840105,0,1267195,1481963,2022-09-15,721,56.69,2025-12-06,4191,690,DDA-22128,2615,2026-02-27,2026-03-17
East West Bank,EWB-1000915,ARM,EWB-INT,Borrower 915,"3852 Main St, Unit 47",Commercial & Multi-Family (5+ Units),HE1,MA,South,2,REO,Linda Garcia,2023-07-04,2053-06-26,2026-04-20,3009,Current,0,812705,0,1349751,1662905,2023-06-19,803,48.87,2025-12-20,2263,944,DDA-87357,39278,2026-03-02,2026-03-18
East West Bank,EWB-1000916,Lot Loan,FNMA,Borrower 916,"7911 Main St, Unit 12",Residential Property (1-4 Units),SP1,VA,East,4,SII,Patricia Hernandez,2023-06-19,2053-06-11,2026-04-20,4848,60-Day Delinquent,60,613695,0,1017869,1150076,2023-06-04,685,53.36,2025-11-18,1975,455,DDA-21948,37473,2026-03-17,2026-03-19
East West Bank,EWB-1000917,Lot Loan,PRIV,Borrower 917,"9777 Main St, Unit 3",Residential Property (1-4 Units),CR1,NY,South,3,LOSS,Patricia Hernandez,2022-11-05,2052-10-28,2026-04-20,3553,Current,0,204886,0,336994,331497,2022-10-21,812,61.81,2025-11-08,1841,699,DDA-46187,46279,2026-02-26,2026-03-16
East West Bank,EWB-1000918,Foreign National,FHLMC,Borrower 918,"2652 Main St, Unit 50",Commercial & Multi-Family (5+ Units),CS1,VA,South,1,REO,Donald Martinez,2022-04-03,2052-03-26,2026-04-20,1744,Current,0,809027,0,1421300,1445739,2022-03-19,623,55.96,2025-11-11,2534,781,DDA-37874,34294,2026-02-20,2026-03-20
East West Bank,EWB-1000919,Conventional,FHLMC,Borrower 919,"5447 Main St, Unit 20",Commercial & Multi-Family (5+ Units),CR1,TX,South,2,PIF,Donald Martinez,2023-05-02,2053-04-24,2026-04-20,4265,30-Day Delinquent,30,317384,0,343783,316077,2023-04-17,668,100.41,2025-12-05,2454,438,DDA-99472,9886,2026-03-11,2026-03-19
East West Bank,EWB-1000920,Specialty,PRIV,Borrower 920,"9682 Main St, Unit 28",Residential Property (1-4 Units),CS1,NY,South,2,TRNS,Daniel Martin,2023-07-21,2053-07-13,2026-04-20,4445,Current,0,946651,0,1165416,1163233,2023-07-06,722,81.38,2025-12-08,1145,786,DDA-93999,23641,2026-03-05,2026-03-20
East West Bank,EWB-1000921,Lot Loan,PRIV,Borrower 921,"8241 Main St, Unit 39",Commercial & Multi-Family (5+ Units),CS1,NJ,North,1,PIF,Susan Martinez,2022-05-07,2052-04-29,2026-04-20,3418,30-Day Delinquent,30,550380,0,818755,882936,2022-04-22,639,62.34,2025-12-09,2141,957,DDA-32116,9993,2026-02-20,2026-03-17
East West Bank,EWB-1000922,Specialty,GNMA,Borrower 922,"4932 Main St, Unit 2",Residential Property (1-4 Units),HE1,VA,South,3,M,Linda Garcia,2022-02-20,2052-02-13,2026-04-20,4439,30-Day Delinquent,30,1162777,0,1254849,1549721,2022-02-05,654,75.03,2025-11-04,2971,797,DDA-60632,47139,2026-03-15,2026-03-18
East West Bank,EWB-1000923,Foreign National,FHLMC,Borrower 923,"6317 Main St, Unit 10",Commercial & Multi-Family (5+ Units),CR1,NY,North,3,LEG,Richard Davis,2023-08-15,2053-08-07,2026-04-20,2408,60-Day Delinquent,60,811958,0,1318544,1258407,2023-07-31,580,64.52,2025-11-23,1381,507,DDA-42213,38924,2026-03-17,2026-03-21
East West Bank,EWB-1000924,Construction,EWB-INT,Borrower 924,"419 Main St, Unit 9",Commercial & Multi-Family (5+ Units),CE1,NJ,East,2,PIF,Linda Garcia,2022-10-25,2052-10-17,2026-04-20,2188,30-Day Delinquent,30,148734,0,160699,156261,2022-10-10,598,95.18,2025-11-14,2838,173,DDA-19533,34221,2026-03-07,2026-03-20
East West Bank,EWB-1000925,Foreign National,EWB-INT,Borrower 925,"1979 Main St, Unit 29",Commercial & Multi-Family (5+ Units),CS1,NY,South,1,LOSS,Daniel Martin,2023-04-15,2053-04-07,2026-04-20,4222,60-Day Delinquent,60,807964,0,1217745,1262792,2023-03-31,646,63.98,2025-11-18,1874,314,DDA-31077,7963,2026-02-26,2026-03-16
East West Bank,EWB-1000926,Specialty,EWB-INT,Borrower 926,"2101 Main St, Unit 39",Commercial & Multi-Family (5+ Units),CS1,GA,North,1,LEG,Patricia Hernandez,2022-06-10,2052-06-02,2026-04-20,1367,Current,0,788157,0,1466502,1756069,2022-05-26,813,44.88,2025-11-11,4367,219,DDA-29128,24558,2026-03-20,2026-03-20
East West Bank,EWB-1000927,ARM,FHLMC,Borrower 927,"3448 Main St, Unit 38",Commercial & Multi-Family (5+ Units),CR1,TX,South,2,M,David Rodriguez,2023-09-24,2053-09-16,2026-04-20,3332,Current,0,1025980,0,1323057,1287944,2023-09-09,645,79.66,2025-12-20,3798,898,DDA-32741,42701,2026-03-04,2026-03-21
East West Bank,EWB-1000928,ARM,GNMA,Borrower 928,"9129 Main St, Unit 34",Commercial & Multi-Family (5+ Units),SP1,CA,South,4,PIF,Susan Martinez,2023-01-31,2053-01-23,2026-04-20,1957,Current,0,649224,0,709873,693716,2023-01-16,630,93.59,2025-12-27,4042,133,DDA-78558,30435,2026-03-08,2026-03-17
East West Bank,EWB-1000929,Foreign National,FNMA,Borrower 929,"9252 Main St, Unit 22",Commercial & Multi-Family (5+ Units),CS1,NJ,West,3,FC,Lisa Williams,2024-01-01,2053-12-24,2026-04-20,2152,90-Day Delinquent,120,440633,728,542136,703305,2023-12-17,807,62.65,2025-11-03,2924,453,DDA-21755,27535,2026-02-28,2026-03-20
East West Bank,EWB-1000930,Conventional,FNMA,Borrower 930,"9571 Main St, Unit 40",Residential Property (1-4 Units),HE1,NY,North,1,SII,Matthew Moore,2023-03-18,2053-03-10,2026-04-20,4114,Current,0,354771,0,539954,592462,2023-03-03,693,59.88,2025-11-15,1627,47,DDA-80347,42269,2026-02-25,2026-03-18
East West Bank,EWB-1000931,Conventional,EWB-INT,Borrower 931,"2509 Main St, Unit 47",Residential Property (1-4 Units),HE1,NY,East,3,REO,Robert Brown,2022-09-07,2052-08-30,2026-04-20,4064,Current,0,88849,0,168073,201081,2022-08-23,790,44.19,2025-12-08,2456,548,DDA-16941,46809,2026-03-15,2026-03-20
East West Bank,EWB-1000932,Lot Loan,FHLMC,Borrower 932,"5641 Main St, Unit 29",Residential Property (1-4 Units),CE1,MA,South,2,BK,Nancy Jackson,2022-07-12,2052-07-04,2026-04-20,2363,30-Day Delinquent,30,345885,0,383782,366801,2022-06-27,734,94.3,2025-11-26,1098,817,DDA-68478,48251,2026-03-07,2026-03-16
East West Bank,EWB-1000933,Specialty,FHLMC,Borrower 933,"6673 Main St, Unit 15",Commercial & Multi-Family (5+ Units),LC1,IL,West,1,M,Robert Brown,2023-11-10,2053-11-02,2026-04-20,1194,Current,0,453823,0,764805,793768,2023-10-26,807,57.17,2025-12-04,3571,141,DDA-95390,40274,2026-03-20,2026-03-21
East West Bank,EWB-1000934,ARM,FHLMC,Borrower 934,"510 Main St, Unit 40",Commercial & Multi-Family (5+ Units),LC1,TX,North,4,FC,Donald Martinez,2022-08-31,2052-08-23,2026-04-20,4791,Current,0,746324,0,876331,949062,2022-08-16,646,78.64,2025-11-09,2356,469,DDA-78339,49877,2026-03-14,2026-03-16
East West Bank,EWB-1000935,Lot Loan,EWB-INT,Borrower 935,"8124 Main St, Unit 29",Residential Property (1-4 Units),CR1,WA,West,3,PIF,Lisa Williams,2023-09-12,2053-09-04,2026-04-20,1307,90-Day Delinquent,90,119344,58,211929,257389,2023-08-28,724,46.37,2025-11-11,4455,660,DDA-81168,42594,2026-02-28,2026-03-17
East West Bank,EWB-1000936,ARM,EWB-INT,Borrower 936,"2852 Main St, Unit 31",Residential Property (1-4 Units),CS1,MA,West,1,PIF,Jessica Taylor,2023-07-16,2053-07-08,2026-04-20,2968,Current,0,944934,0,1035296,974148,2023-07-01,813,97.0,2025-11-18,3688,367,DDA-16259,23418,2026-02-20,2026-03-17
East West Bank,EWB-1000937,Conventional,PRIV,Borrower 937,"7828 Main St, Unit 8",Residential Property (1-4 Units),CE1,FL,West,1,SII,James Miller,2022-05-09,2052-05-01,2026-04-20,3577,Current,0,407587,0,437313,552975,2022-04-24,766,73.71,2025-11-18,3032,931,DDA-85606,17466,2026-03-01,2026-03-19
East West Bank,EWB-1000938,ARM,FHLMC,Borrower 938,"837 Main St, Unit 20",Residential Property (1-4 Units),CR1,MA,North,2,SII,Richard Davis,2023-11-09,2053-11-01,2026-04-20,4887,30-Day Delinquent,30,218958,0,341703,366597,2023-10-25,585,59.73,2025-11-06,3694,304,DDA-28034,48948,2026-02-21,2026-03-16
East West Bank,EWB-1000939,ARM,EWB-INT,Borrower 939,"5230 Main St, Unit 28",Residential Property (1-4 Units),SP1,TX,South,1,LOSS,Susan Martinez,2022-03-30,2052-03-22,2026-04-20,4488,Current,0,667083,0,1140669,1306601,2022-03-15,793,51.05,2025-11-16,2401,273,DDA-21227,42841,2026-03-14,2026-03-20
East West Bank,EWB-1000940,Specialty,EWB-INT,Borrower 940,"5072 Main St, Unit 12",Residential Property (1-4 Units),HE1,WA,North,4,SII,Jessica Taylor,2023-12-04,2053-11-26,2026-04-20,4636,60-Day Delinquent,60,308323,0,443894,533070,2023-11-19,628,57.84,2025-11-15,4156,359,DDA-85433,46699,2026-03-17,2026-03-20
East West Bank,EWB-1000941,ARM,PRIV,Borrower 941,"457 Main St, Unit 26",Commercial & Multi-Family (5+ Units),LC1,IL,West,4,SII,Donald Martinez,2023-06-14,2053-06-06,2026-04-20,1684,Current,0,695906,0,1276798,1152901,2023-05-30,797,60.36,2025-11-06,3059,40,DDA-19901,27808,2026-03-12,2026-03-19
East West Bank,EWB-1000942,Foreign National,FHLMC,Borrower 942,"3487 Main St, Unit 24",Commercial & Multi-Family (5+ Units),HE1,TX,North,1,TRNS,Susan Martinez,2022-10-25,2052-10-17,2026-04-20,1162,Current,0,523138,0,943153,1112260,2022-10-10,665,47.03,2025-12-16,3497,619,DDA-88259,7308,2026-03-19,2026-03-19
East West Bank,EWB-1000943,Equity,GNMA,Borrower 943,"9803 Main St, Unit 40",Residential Property (1-4 Units),LC1,GA,North,4,LOSS,Robert Brown,2023-01-19,2053-01-11,2026-04-20,3713,Current,0,1036729,0,1402557,1618408,2023-01-04,634,64.06,2025-12-27,2478,335,DDA-20480,42004,2026-02-19,2026-03-20
East West Bank,EWB-1000944,Construction,FNMA,Borrower 944,"9073 Main St, Unit 37",Commercial & Multi-Family (5+ Units),HE1,WA,North,2,M,Lisa Williams,2022-12-02,2052-11-24,2026-04-20,4915,90-Day Delinquent,120,483244,2061,637689,620590,2022-11-17,806,77.87,2025-11-05,3656,940,DDA-89208,26110,2026-03-06,2026-03-18
East West Bank,EWB-1000945,Foreign National,PRIV,Borrower 945,"5692 Main St, Unit 15",Residential Property (1-4 Units),CS1,MA,North,1,DIS,Donald Martinez,2022-02-22,2052-02-15,2026-04-20,1112,60-Day Delinquent,60,760425,0,1010952,1035757,2022-02-07,681,73.42,2025-11-09,1971,723,DDA-70424,41427,2026-03-15,2026-03-18
East West Bank,EWB-1000946,Specialty,PRIV,Borrower 946,"1507 Main St, Unit 14",Residential Property (1-4 Units),SP1,CA,East,2,DIS,Donald Martinez,2023-02-15,2053-02-07,2026-04-20,3459,Current,0,886137,0,1228560,1306382,2023-01-31,805,67.83,2025-12-09,3700,565,DDA-15010,27443,2026-03-07,2026-03-16
East West Bank,EWB-1000947,Construction,EWB-INT,Borrower 947,"1842 Main St, Unit 38",Residential Property (1-4 Units),CS1,IL,West,4,PIF,Emily Watson,2023-02-14,2053-02-06,2026-04-20,3604,90-Day Delinquent,90,823287,4072,1204477,1307682,2023-01-30,813,62.96,2025-11-15,1039,679,DDA-44641,46825,2026-02-25,2026-03-16
East West Bank,EWB-1000948,Conventional,GNMA,Borrower 948,"5854 Main St, Unit 43",Commercial & Multi-Family (5+ Units),CE1,IL,North,1,PIF,Matthew Moore,2022-11-28,2052-11-20,2026-04-20,1456,Current,0,952085,0,1491775,1718833,2022-11-13,613,55.39,2025-11-22,1782,583,DDA-36642,7271,2026-02-19,2026-03-19
East West Bank,EWB-1000949,Conventional,FHLMC,Borrower 949,"6382 Main St, Unit 41",Commercial & Multi-Family (5+ Units),LC1,GA,East,3,LEG,Lisa Williams,2022-10-10,2052-10-02,2026-04-20,1365,60-Day Delinquent,60,238858,0,295788,284569,2022-09-25,708,83.94,2025-12-11,1059,445,DDA-27031,28322,2026-03-12,2026-03-20
East West Bank,EWB-1000950,Equity,GNMA,Borrower 950,"2679 Main St, Unit 36",Residential Property (1-4 Units),SP1,GA,South,1,FC,Nancy Jackson,2023-11-13,2053-11-05,2026-04-20,2439,Current,0,560757,0,840658,910213,2023-10-29,700,61.61,2025-12-25,3695,988,DDA-64526,44304,2026-03-08,2026-03-19
East West Bank,EWB-1000951,Lot Loan,GNMA,Borrower 951,"9293 Main St, Unit 13",Commercial & Multi-Family (5+ Units),LC1,IL,East,4,M,Emily Watson,2022-07-12,2052-07-04,2026-04-20,3865,Current,0,1263580,0,1400956,1268794,2022-06-27,806,99.59,2025-11-06,3917,669,DDA-57150,43332,2026-03-01,2026-03-20
East West Bank,EWB-1000952,ARM,FNMA,Borrower 952,"984 Main St, Unit 43",Residential Property (1-4 Units),SP1,CA,North,4,LOSS,Richard Davis,2022-11-19,2052-11-11,2026-04-20,2698,Current,0,727851,0,1443703,1726495,2022-11-04,720,42.16,2025-11-07,2027,647,DDA-69745,49776,2026-03-18,2026-03-16
East West Bank,EWB-1000953,Foreign National,GNMA,Borrower 953,"5434 Main St, Unit 6",Residential Property (1-4 Units),SP1,CA,West,2,DIS,Karen Anderson,2023-12-22,2053-12-14,2026-04-20,1944,Current,0,901663,0,1215923,1138424,2023-12-07,613,79.2,2025-11-26,3708,311,DDA-24941,11879,2026-03-12,2026-03-19
East West Bank,EWB-1000954,Foreign National,EWB-INT,Borrower 954,"5977 Main St, Unit 26",Commercial & Multi-Family (5+ Units),HE1,GA,East,2,LEG,Robert Brown,2023-05-03,2053-04-25,2026-04-20,1841,Current,0,684172,0,1114163,1142638,2023-04-18,725,59.88,2025-12-15,3364,737,DDA-74494,41433,2026-03-05,2026-03-18
East West Bank,EWB-1000955,Equity,EWB-INT,Borrower 955,"264 Main St, Unit 13",Residential Property (1-4 Units),CR1,WA,North,1,SII,Sarah Jenkins,2022-03-09,2052-03-01,2026-04-20,1030,Current,0,93177,0,157967,143310,2022-02-22,764,65.02,2025-12-15,1589,985,DDA-57300,3762,2026-03-12,2026-03-20
East West Bank,EWB-1000956,Foreign National,PRIV,Borrower 956,"2292 Main St, Unit 4",Commercial & Multi-Family (5+ Units),CE1,IL,North,1,M,Emily Watson,2022-06-30,2052-06-22,2026-04-20,3252,Current,0,219980,0,375371,418047,2022-06-15,648,52.62,2025-11-06,4359,303,DDA-81124,9165,2026-02-27,2026-03-17
East West Bank,EWB-1000957,Foreign National,PRIV,Borrower 957,"523 Main St, Unit 7",Residential Property (1-4 Units),CR1,TX,East,2,REO,Barbara Taylor,2023-05-29,2053-05-21,2026-04-20,3463,Current,0,1139399,0,1363261,1337329,2023-05-14,758,85.2,2025-12-10,4423,322,DDA-67920,11574,2026-03-13,2026-03-18
East West Bank,EWB-1000958,Foreign National,PRIV,Borrower 958,"2281 Main St, Unit 49",Commercial & Multi-Family (5+ Units),LC1,MA,West,4,DIS,Lisa Williams,2023-06-26,2053-06-18,2026-04-20,4021,90-Day Delinquent,90,936480,1211,991531,1239995,2023-06-11,582,75.52,2025-11-29,3984,439,DDA-32611,46645,2026-02-19,2026-03-21
East West Bank,EWB-1000959,Lot Loan,FHLMC,Borrower 959,"4631 Main St, Unit 13",Residential Property (1-4 Units),CR1,NJ,West,3,PIF,James Miller,2022-04-23,2052-04-15,2026-04-20,4814,90-Day Delinquent,90,668364,4890,1085772,1269079,2022-04-08,786,52.67,2025-11-19,2026,773,DDA-26211,28915,2026-03-07,2026-03-19
East West Bank,EWB-1000960,Foreign National,PRIV,Borrower 960,"1150 Main St, Unit 14",Commercial & Multi-Family (5+ Units),CE1,FL,North,3,TRNS,Michael Chen,2022-12-30,2052-12-22,2026-04-20,3384,Current,0,117507,0,210545,235599,2022-12-15,679,49.88,2025-11-15,4352,429,DDA-31085,16011,2026-02-25,2026-03-16
East West Bank,EWB-1000961,Equity,GNMA,Borrower 961,"2933 Main St, Unit 28",Commercial & Multi-Family (5+ Units),SP1,VA,East,2,BK,John Smith,2023-12-15,2053-12-07,2026-04-20,4322,30-Day Delinquent,30,532121,0,877506,933863,2023-11-30,675,56.98,2025-12-31,3928,181,DDA-20722,11311,2026-02-21,2026-03-18
East West Bank,EWB-1000962,Conventional,PRIV,Borrower 962,"5328 Main St, Unit 2",Residential Property (1-4 Units),CS1,TX,North,4,SII,Lisa Williams,2022-02-11,2052-02-04,2026-04-20,3464,Current,0,247298,0,400497,420564,2022-01-27,739,58.8,2025-12-27,2683,850,DDA-48673,16851,2026-02-21,2026-03-18
East West Bank,EWB-1000963,Lot Loan,EWB-INT,Borrower 963,"8749 Main St, Unit 42",Commercial & Multi-Family (5+ Units),LC1,IL,East,2,SII,Margaret Harris,2022-07-09,2052-07-01,2026-04-20,3695,Current,0,638623,0,851692,782079,2022-06-24,612,81.66,2025-12-29,4937,564,DDA-40036,29913,2026-03-13,2026-03-21
East West Bank,EWB-1000964,Foreign National,FHLMC,Borrower 964,"9539 Main St, Unit 13",Residential Property (1-4 Units),CS1,VA,North,1,LOSS,Susan Martinez,2022-03-17,2052-03-09,2026-04-20,3459,30-Day Delinquent,30,1165560,0,1354680,1365546,2022-03-02,771,85.35,2025-12-05,3021,555,DDA-91750,38580,2026-03-08,2026-03-18
East West Bank,EWB-1000965,Equity,FHLMC,Borrower 965,"5009 Main St, Unit 21",Residential Property (1-4 Units),HE1,FL,North,2,TRNS,Nancy Jackson,2023-10-23,2053-10-15,2026-04-20,1405,Current,0,898578,0,1243512,1121387,2023-10-08,751,80.13,2025-12-23,4310,517,DDA-16339,16151,2026-02-22,2026-03-16
East West Bank,EWB-1000966,Conventional,EWB-INT,Borrower 966,"2550 Main St, Unit 30",Commercial & Multi-Family (5+ Units),CE1,IL,North,1,BK,Sandra Garcia,2022-05-19,2052-05-11,2026-04-20,3109,Current,0,1210148,0,1400632,1684316,2022-05-04,596,71.85,2025-11-07,2715,955,DDA-54021,16113,2026-03-15,2026-03-18
East West Bank,EWB-1000967,Construction,FHLMC,Borrower 967,"525 Main St, Unit 2",Commercial & Multi-Family (5+ Units),SP1,FL,North,3,M,Sandra Garcia,2023-11-05,2053-10-28,2026-04-20,4192,60-Day Delinquent,60,736362,0,1226717,1250144,2023-10-21,812,58.9,2025-11-19,3169,559,DDA-18767,21506,2026-03-05,2026-03-18
East West Bank,EWB-1000968,Lot Loan,GNMA,Borrower 968,"9104 Main St, Unit 11",Commercial & Multi-Family (5+ Units),CR1,IL,West,1,FC,Linda Garcia,2022-02-17,2052-02-10,2026-04-20,4522,Current,0,883642,0,1295935,1371076,2022-02-02,590,64.45,2025-11-18,3738,509,DDA-50577,17564,2026-03-10,2026-03-16
East West Bank,EWB-1000969,Lot Loan,FNMA,Borrower 969,"8666 Main St, Unit 9",Commercial & Multi-Family (5+ Units),SP1,TX,South,2,FC,Matthew Moore,2023-06-20,2053-06-12,2026-04-20,2038,30-Day Delinquent,30,451662,0,771827,968812,2023-06-05,721,46.62,2025-12-22,2792,915,DDA-21977,49127,2026-02-28,2026-03-16
East West Bank,EWB-1000970,Equity,PRIV,Borrower 970,"2949 Main St, Unit 4",Residential Property (1-4 Units),CS1,NY,West,2,LOSS,Linda Garcia,2022-02-06,2052-01-30,2026-04-20,1557,30-Day Delinquent,30,126571,0,173312,193219,2022-01-22,772,65.51,2025-12-10,3194,448,DDA-56170,44194,2026-02-23,2026-03-18
East West Bank,EWB-1000971,Specialty,EWB-INT,Borrower 971,"6451 Main St, Unit 21",Commercial & Multi-Family (5+ Units),CR1,FL,North,2,LOSS,James Miller,2022-01-20,2052-01-13,2026-04-20,2943,Current,0,533298,0,577387,534864,2022-01-05,647,99.71,2025-11-19,4777,105,DDA-76771,20507,2026-03-04,2026-03-21
East West Bank,EWB-1000972,Foreign National,FNMA,Borrower 972,"4337 Main St, Unit 35",Commercial & Multi-Family (5+ Units),SP1,GA,East,2,BK,Christopher Thomas,2023-04-21,2053-04-13,2026-04-20,4114,Current,0,566171,0,948843,1134657,2023-04-06,733,49.9,2025-12-17,3250,246,DDA-87060,20253,2026-03-08,2026-03-20
East West Bank,EWB-1000973,Lot Loan,PRIV,Borrower 973,"1055 Main St, Unit 50",Residential Property (1-4 Units),CS1,IL,South,2,M,Donald Martinez,2022-12-12,2052-12-04,2026-04-20,4204,60-Day Delinquent,60,657960,0,993441,1029590,2022-11-27,611,63.91,2025-12-24,1594,164,DDA-72774,34343,2026-03-19,2026-03-17
East West Bank,EWB-1000974,ARM,EWB-INT,Borrower 974,"366 Main St, Unit 33",Commercial & Multi-Family (5+ Units),CS1,CA,North,3,TRNS,Sandra Garcia,2023-02-28,2053-02-20,2026-04-20,2651,Current,0,137180,0,207022,254788,2023-02-13,820,53.84,2025-11-04,1667,797,DDA-45116,38334,2026-03-12,2026-03-17
East West Bank,EWB-1000975,Foreign National,EWB-INT,Borrower 975,"4783 Main St, Unit 38",Commercial & Multi-Family (5+ Units),CR1,IL,South,1,PIF,Richard Davis,2023-02-09,2053-02-01,2026-04-20,2682,Current,0,1247589,0,1380844,1568092,2023-01-25,744,79.56,2025-12-09,4516,559,DDA-65756,39165,2026-02-20,2026-03-16
East West Bank,EWB-1000976,ARM,GNMA,Borrower 976,"3331 Main St, Unit 23",Commercial & Multi-Family (5+ Units),CE1,FL,North,4,FC,Susan Martinez,2023-02-07,2053-01-30,2026-04-20,4742,Current,0,428850,0,639626,716602,2023-01-23,583,59.84,2025-12-05,2924,414,DDA-79216,33681,2026-02-23,2026-03-19
