Bank,Account Number,Loan Type,Investor Code,Borrower,Property Address,Property Type,Product Line,State,Occup Code,Stop Code,Account Officer,Loan Closing Date,Maturity Date,Next Payment Due Date,Payment Due Amount,Delinquency Type,# Days Past Due,Total Bank Balance,Charge off Amount,Orig Appraisal Amount,Orig Appraisal Date,Appraisal Value,Appraisal Date,FICO,Total LTV,Last Payment Received Date,Last Payment Received Amount,Suspense Balance,DDA/Sav Acct#,DDA/Sav Account Balance,Latest Contact Date,Latest Attempt Date,Resp 5/9
East West Bank,EWB-1000871,Specialty,EWB-INT,Borrower 871,"7110 Main St, Unit 33",Commercial & Multi-Family (5+ Units),HE1,NJ,3,DIS,Margaret Harris,2023-01-09,2053-01-01,2026-04-21,4349,90-Day Delinquent,120,865533,1569,938245,2022-12-10,1215050,2024-06-21,604,71.23,2026-01-27,1866,455,SAV-46192,10778,2026-03-15,2026-03-18,NA
East West Bank,EWB-1000872,Specialty,FNMA,Borrower 872,"8628 Main St, Unit 38",Commercial & Multi-Family (5+ Units),CE1,IL,2,TRNS,Lisa Williams,2023-08-01,2053-07-24,2026-04-21,2512,Current,0,199395,0,343984,2023-07-02,326709,2025-04-26,647,61.03,2026-02-13,1821,329,SAV-85295,30142,2026-03-12,2026-03-21,Y
East West Bank,EWB-1000873,Lot Loan,GNMA,Borrower 873,"8310 Main St, Unit 30",Residential Property (1-4 Units),CS1,VA,1,M,Jessica Taylor,2022-09-11,2052-09-03,2026-04-21,1413,90-Day Delinquent,120,243591,4248,403091,2022-08-12,477825,2025-11-30,717,50.98,2026-02-26,2988,70,SAV-71697,500,2026-03-07,2026-03-20,Y
East West Bank,EWB-1000874,Lot Loan,FHLMC,Borrower 874,"1272 Main St, Unit 45",Commercial & Multi-Family (5+ Units),CS1,NY,4,BK,Daniel Martin,2023-08-17,2053-08-09,2026-04-21,2426,Current,0,263433,0,414237,2023-07-18,520570,2024-06-13,841,50.6,2026-03-22,2384,300,SAV-86359,28722,2026-03-07,2026-03-17,N
East West Bank,EWB-1000875,Conventional,FHLMC,Borrower 875,"9961 Main St, Unit 15",Commercial & Multi-Family (5+ Units),CS1,NY,4,SII,Richard Davis,2023-02-05,2053-01-28,2026-04-21,2806,90-Day Delinquent,120,124950,4543,232289,2023-01-06,222649,2025-12-29,757,56.12,2026-03-10,2081,141,SAV-55209,38458,2026-03-19,2026-03-21,N
East West Bank,EWB-1000876,Foreign National,PRIV,Borrower 876,"3770 Main St, Unit 38",Residential Property (1-4 Units),SP1,WA,1,DIS,Daniel Martin,2022-12-12,2052-12-04,2026-04-21,3839,Current,0,377541,0,409480,2022-11-12,478737,2025-02-19,711,78.86,2026-03-04,1284,333,SAV-42123,42597,2026-03-18,2026-03-21,NA
East West Bank,EWB-1000877,Foreign National,FNMA,Borrower 877,"5609 Main St, Unit 28",Commercial & Multi-Family (5+ Units),CS1,FL,1,PIF,Karen Anderson,2022-01-25,2052-01-18,2026-04-21,4784,Current,0,1339520,0,1452600,2021-12-26,1793818,2025-06-18,622,74.67,2026-03-02,3316,84,SAV-59516,8336,2026-03-08,2026-03-20,N
East West Bank,EWB-1000878,Specialty,GNMA,Borrower 878,"3613 Main St, Unit 50",Commercial & Multi-Family (5+ Units),LC1,IL,3,DIS,Nancy Jackson,2022-08-31,2052-08-23,2026-04-21,3888,30-Day Delinquent,30,666077,0,940449,2022-08-01,1028454,2025-07-24,747,64.76,2026-02-22,1607,124,SAV-16637,39014,2026-03-19,2026-03-18,Y
East West Bank,EWB-1000879,Specialty,FNMA,Borrower 879,"5776 Main St, Unit 43",Residential Property (1-4 Units),CS1,TX,2,M,Joseph White,2022-09-18,2052-09-10,2026-04-21,1912,30-Day Delinquent,30,102970,0,193764,2022-08-19,235387,2025-09-23,690,43.74,2026-02-09,1283,335,SAV-27089,26409,2026-03-16,2026-03-18,Y
East West Bank,EWB-1000880,ARM,EWB-INT,Borrower 880,"998 Main St, Unit 43",Residential Property (1-4 Units),LC1,TX,2,FC,James Miller,2023-04-23,2053-04-15,2026-04-21,2146,30-Day Delinquent,30,438719,0,466462,2023-03-24,475350,2024-07-26,804,92.29,2026-02-10,2918,385,SAV-90285,1051,2026-03-07,2026-03-18,Y
East West Bank,EWB-1000881,Specialty,FNMA,Borrower 881,"9743 Main St, Unit 6",Commercial & Multi-Family (5+ Units),SP1,GA,2,SII,James Miller,2022-01-23,2052-01-16,2026-04-21,1886,Current,0,1294901,0,1432116,2021-12-24,1298210,2025-04-28,782,99.75,2026-02-07,1871,256,SAV-66029,25629,2026-03-17,2026-03-19,NA
East West Bank,EWB-1000882,ARM,FHLMC,Borrower 882,"8134 Main St, Unit 23",Commercial & Multi-Family (5+ Units),CR1,IL,4,M,John Smith,2022-08-21,2052-08-13,2026-04-21,1621,Current,0,1199190,0,1488306,2022-07-22,1584685,2025-04-13,740,75.67,2026-02-04,3870,432,SAV-87070,35509,2026-03-14,2026-03-19,NA
East West Bank,EWB-1000883,Conventional,FNMA,Borrower 883,"1306 Main St, Unit 22",Residential Property (1-4 Units),CE1,CA,1,PIF,Christopher Thomas,2022-04-08,2052-03-31,2026-04-21,3091,30-Day Delinquent,30,322991,0,555841,2022-03-09,689434,2024-06-25,717,46.85,2026-02-27,3390,403,SAV-96722,23355,2026-03-22,2026-03-22,N
East West Bank,EWB-1000884,Lot Loan,FNMA,Borrower 884,"504 Main St, Unit 21",Commercial & Multi-Family (5+ Units),CR1,NJ,3,FC,Donald Martinez,2023-04-17,2053-04-09,2026-04-21,2537,90-Day Delinquent,90,632483,1452,1137410,2023-03-18,1381131,2025-09-10,656,45.79,2026-03-07,1892,23,SAV-69539,42693,2026-03-21,2026-03-19,Y
East West Bank,EWB-1000885,Construction,EWB-INT,Borrower 885,"5108 Main St, Unit 12",Commercial & Multi-Family (5+ Units),SP1,TX,1,LEG,Karen Anderson,2023-08-20,2053-08-12,2026-04-21,3409,60-Day Delinquent,60,428946,0,512441,2023-07-21,612404,2024-06-28,817,70.04,2026-03-07,2230,16,SAV-63046,24920,2026-03-20,2026-03-22,NA
East West Bank,EWB-1000886,Foreign National,GNMA,Borrower 886,"4988 Main St, Unit 2",Residential Property (1-4 Units),CR1,FL,3,BK,Barbara Taylor,2022-07-17,2052-07-09,2026-04-21,2721,Current,0,958378,0,1158109,2022-06-17,1293337,2024-10-19,788,74.1,2026-01-25,3964,180,SAV-48350,5177,2026-03-08,2026-03-18,Y
East West Bank,EWB-1000887,Foreign National,FNMA,Borrower 887,"9821 Main St, Unit 27",Commercial & Multi-Family (5+ Units),CR1,WA,3,LEG,Robert Brown,2022-05-23,2052-05-15,2026-04-21,3790,90-Day Delinquent,90,634520,801,1206600,2022-04-23,1171390,2025-05-02,761,54.17,2026-03-17,1044,409,SAV-68381,18631,2026-03-07,2026-03-18,Y
East West Bank,EWB-1000888,Construction,EWB-INT,Borrower 888,"1641 Main St, Unit 18",Residential Property (1-4 Units),LC1,WA,2,LOSS,Lisa Williams,2022-10-18,2052-10-10,2026-04-21,1049,90-Day Delinquent,90,1091317,4355,1342503,2022-09-18,1534407,2025-08-18,837,71.12,2026-02-14,1755,226,SAV-79452,36591,2026-03-19,2026-03-20,N
East West Bank,EWB-1000889,Construction,PRIV,Borrower 889,"2936 Main St, Unit 2",Commercial & Multi-Family (5+ Units),HE1,VA,1,BK,Donald Martinez,2022-04-09,2052-04-01,2026-04-21,4024,30-Day Delinquent,30,695716,0,1262186,2022-03-10,1176481,2025-08-17,809,59.14,2026-02-01,3334,375,SAV-68942,49742,2026-03-17,2026-03-22,N
East West Bank,EWB-1000890,Equity,FHLMC,Borrower 890,"2691 Main St, Unit 49",Commercial & Multi-Family (5+ Units),CR1,NY,3,LOSS,Barbara Taylor,2022-07-21,2052-07-13,2026-04-21,4733,Current,0,716696,0,848787,2022-06-21,842685,2024-06-05,831,85.05,2026-02-09,2969,273,SAV-11930,7285,2026-03-18,2026-03-17,Y
East West Bank,EWB-1000891,Specialty,EWB-INT,Borrower 891,"6589 Main St, Unit 43",Commercial & Multi-Family (5+ Units),CR1,IL,1,REO,Robert Brown,2022-11-28,2052-11-20,2026-04-21,2103,Current,0,1292106,0,1421118,2022-10-29,1464143,2025-11-21,597,88.25,2026-02-12,1012,94,SAV-97331,1023,2026-03-16,2026-03-18,Y
East West Bank,EWB-1000892,ARM,FNMA,Borrower 892,"281 Main St, Unit 16",Residential Property (1-4 Units),SP1,IL,3,DIS,Sarah Jenkins,2023-01-14,2053-01-06,2026-04-21,2389,60-Day Delinquent,60,263688,0,458362,2022-12-15,536315,2024-03-25,764,49.17,2026-02-06,2640,9,SAV-36673,32664,2026-03-21,2026-03-19,Y
East West Bank,EWB-1000893,Equity,GNMA,Borrower 893,"5581 Main St, Unit 29",Residential Property (1-4 Units),SP1,MA,1,LEG,Christopher Thomas,2022-11-20,2052-11-12,2026-04-21,1788,Current,0,811852,0,965359,2022-10-21,1079284,2025-10-09,640,75.22,2026-03-17,2203,27,SAV-96076,24173,2026-03-21,2026-03-21,NA
East West Bank,EWB-1000894,Equity,GNMA,Borrower 894,"7164 Main St, Unit 36",Commercial & Multi-Family (5+ Units),CR1,CA,2,LEG,Richard Davis,2023-08-19,2053-08-11,2026-04-21,4975,Current,0,327007,0,443851,2023-07-20,534302,2025-07-29,708,61.2,2026-02-28,3592,436,SAV-52103,7587,2026-03-10,2026-03-22,N
East West Bank,EWB-1000895,Foreign National,GNMA,Borrower 895,"7087 Main St, Unit 20",Commercial & Multi-Family (5+ Units),CE1,WA,4,BK,Linda Garcia,2023-06-07,2053-05-30,2026-04-21,4750,60-Day Delinquent,60,154607,0,163261,2023-05-08,212037,2025-10-23,681,72.92,2026-02-27,3279,162,SAV-18419,21148,2026-03-22,2026-03-18,NA
East West Bank,EWB-1000896,Foreign National,FHLMC,Borrower 896,"6719 Main St, Unit 8",Residential Property (1-4 Units),LC1,MA,4,M,Patricia Hernandez,2022-02-13,2052-02-06,2026-04-21,1825,Current,0,1371891,0,1465823,2022-01-14,1716618,2024-05-17,781,79.92,2026-02-12,2404,483,SAV-66223,24021,2026-03-18,2026-03-17,NA
East West Bank,EWB-1000897,ARM,GNMA,Borrower 897,"3398 Main St, Unit 2",Residential Property (1-4 Units),CR1,TX,3,TRNS,Susan Martinez,2023-10-21,2053-10-13,2026-04-21,3627,90-Day Delinquent,120,625535,1398,985825,2023-09-21,991511,2024-11-23,688,63.09,2026-03-09,3593,231,SAV-16395,21708,2026-03-11,2026-03-17,Y
East West Bank,EWB-1000898,ARM,GNMA,Borrower 898,"6741 Main St, Unit 45",Commercial & Multi-Family (5+ Units),CE1,WA,3,BK,Lisa Williams,2023-06-16,2053-06-08,2026-04-21,3898,60-Day Delinquent,60,315152,0,494866,2023-05-17,527467,2025-12-14,708,59.75,2026-01-25,3768,98,SAV-35584,43453,2026-03-19,2026-03-20,N
East West Bank,EWB-1000899,Equity,EWB-INT,Borrower 899,"5324 Main St, Unit 8",Residential Property (1-4 Units),SP1,NY,1,SII,Robert Brown,2023-01-30,2053-01-22,2026-04-21,3165,Current,0,503053,0,826585,2022-12-31,966683,2024-09-04,732,52.04,2026-03-18,2046,257,SAV-25028,49161,2026-03-13,2026-03-18,NA
East West Bank,EWB-1000900,Specialty,EWB-INT,Borrower 900,"109 Main St, Unit 8",Residential Property (1-4 Units),CR1,VA,2,PIF,Patricia Hernandez,2023-04-28,2053-04-20,2026-04-21,2659,Current,0,971077,0,1324846,2023-03-29,1545983,2025-12-31,732,62.81,2026-03-09,1922,302,SAV-27635,32838,2026-03-18,2026-03-22,NA
East West Bank,EWB-1000901,ARM,FHLMC,Borrower 901,"8179 Main St, Unit 32",Residential Property (1-4 Units),CE1,NY,1,M,Barbara Taylor,2023-05-03,2053-04-25,2026-04-21,2254,60-Day Delinquent,60,1079996,0,1179933,2023-04-03,1255346,2024-08-26,634,86.03,2026-02-13,3917,40,SAV-68711,2487,2026-03-18,2026-03-17,Y
East West Bank,EWB-1000902,Specialty,FNMA,Borrower 902,"658 Main St, Unit 11",Commercial & Multi-Family (5+ Units),HE1,GA,2,BK,Robert Brown,2022-10-28,2052-10-20,2026-04-21,4305,90-Day Delinquent,120,280072,3032,503827,2022-09-28,485556,2024-06-09,756,57.68,2026-02-15,3853,140,SAV-80528,3293,2026-03-08,2026-03-20,Y
East West Bank,EWB-1000903,ARM,PRIV,Borrower 903,"5542 Main St, Unit 27",Residential Property (1-4 Units),LC1,MA,2,PIF,Sarah Jenkins,2022-10-17,2052-10-09,2026-04-21,1672,Current,0,680136,0,1021206,2022-09-17,1108834,2025-11-16,792,61.34,2026-03-01,2478,292,SAV-91463,3841,2026-03-10,2026-03-20,Y
East West Bank,EWB-1000904,Conventional,FHLMC,Borrower 904,"2229 Main St, Unit 45",Residential Property (1-4 Units),HE1,TX,3,M,Jessica Taylor,2022-03-31,2052-03-23,2026-04-21,1593,90-Day Delinquent,90,127447,4590,167413,2022-03-01,208547,2025-11-04,614,61.11,2026-01-31,1984,358,SAV-10727,28289,2026-03-08,2026-03-18,Y
East West Bank,EWB-1000905,Lot Loan,EWB-INT,Borrower 905,"3700 Main St, Unit 19",Commercial & Multi-Family (5+ Units),CR1,WA,4,LOSS,Christopher Thomas,2023-02-24,2053-02-16,2026-04-21,2520,Current,0,480585,0,643992,2023-01-25,829375,2024-06-01,840,57.95,2026-01-21,1175,77,SAV-98013,23779,2026-03-11,2026-03-21,NA
East West Bank,EWB-1000906,Conventional,EWB-INT,Borrower 906,"9876 Main St, Unit 21",Commercial & Multi-Family (5+ Units),LC1,NY,4,BK,Emily Watson,2022-03-15,2052-03-07,2026-04-21,4959,30-Day Delinquent,30,209999,0,226240,2022-02-13,217311,2025-12-07,793,96.64,2026-02-21,1245,95,SAV-80706,46732,2026-03-19,2026-03-18,N
East West Bank,EWB-1000907,Conventional,FHLMC,Borrower 907,"6851 Main St, Unit 34",Residential Property (1-4 Units),LC1,MA,1,REO,Jessica Taylor,2023-05-28,2053-05-20,2026-04-21,2450,Current,0,896215,0,1029854,2023-04-28,988276,2024-04-15,666,90.68,2026-02-05,3699,272,SAV-81949,46236,2026-03-19,2026-03-22,NA
East West Bank,EWB-1000908,Conventional,GNMA,Borrower 908,"9782 Main St, Unit 30",Residential Property (1-4 Units),CS1,FL,3,FC,Lisa Williams,2022-01-16,2052-01-09,2026-04-21,4300,Current,0,408182,0,587805,2021-12-17,564932,2025-02-14,691,72.25,2026-03-10,1505,279,SAV-59957,1681,2026-03-19,2026-03-21,Y
East West Bank,EWB-1000909,ARM,EWB-INT,Borrower 909,"1822 Main St, Unit 35",Residential Property (1-4 Units),SP1,IL,4,TRNS,Emily Watson,2022-04-15,2052-04-07,2026-04-21,1302,Current,0,1130536,0,1204096,2022-03-16,1175833,2025-06-19,683,96.15,2026-02-15,1618,148,SAV-47671,10706,2026-03-08,2026-03-17,N
East West Bank,EWB-1000910,ARM,FNMA,Borrower 910,"6720 Main St, Unit 14",Commercial & Multi-Family (5+ Units),HE1,NJ,4,BK,Robert Brown,2022-05-29,2052-05-21,2026-04-21,4722,90-Day Delinquent,90,467565,949,797652,2022-04-29,1012261,2024-05-16,687,46.19,2026-03-17,3083,353,SAV-83345,40202,2026-03-13,2026-03-19,N
East West Bank,EWB-1000911,Equity,FNMA,Borrower 911,"9072 Main St, Unit 1",Commercial & Multi-Family (5+ Units),HE1,TX,2,DIS,Patricia Hernandez,2022-02-28,2052-02-21,2026-04-21,4779,Current,0,982330,0,1137797,2022-01-29,1025210,2025-05-08,788,95.82,2026-02-21,3229,18,SAV-92597,26825,2026-03-10,2026-03-20,N
East West Bank,EWB-1000912,Specialty,FNMA,Borrower 912,"6431 Main St, Unit 47",Commercial & Multi-Family (5+ Units),CS1,VA,4,SII,Barbara Taylor,2023-03-29,2053-03-21,2026-04-21,3786,Current,0,701187,0,1140121,2023-02-27,1238702,2024-10-10,701,56.61,2026-01-28,1959,90,SAV-79720,14871,2026-03-20,2026-03-20,Y
East West Bank,EWB-1000913,ARM,FNMA,Borrower 913,"1295 Main St, Unit 17",Residential Property (1-4 Units),SP1,NY,2,BK,Robert Brown,2023-01-14,2053-01-06,2026-04-21,4651,Current,0,445105,0,633442,2022-12-15,679693,2024-04-18,780,65.49,2026-03-10,1208,52,SAV-12305,27478,2026-03-08,2026-03-20,N
East West Bank,EWB-1000914,Construction,EWB-INT,Borrower 914,"3265 Main St, Unit 7",Commercial & Multi-Family (5+ Units),SP1,GA,3,REO,Susan Martinez,2022-10-18,2052-10-10,2026-04-21,4824,Current,0,971749,0,1159869,2022-09-18,1497045,2024-04-13,826,64.91,2026-03-06,1721,426,SAV-69949,33209,2026-03-10,2026-03-17,N
East West Bank,EWB-1000915,Construction,FHLMC,Borrower 915,"601 Main St, Unit 27",Commercial & Multi-Family (5+ Units),HE1,NY,4,M,Christopher Thomas,2023-01-25,2053-01-17,2026-04-21,4349,Current,0,134438,0,247406,2022-12-26,290171,2025-09-27,697,46.33,2026-02-14,1613,421,SAV-84405,21571,2026-03-22,2026-03-17,NA
East West Bank,EWB-1000916,ARM,PRIV,Borrower 916,"9443 Main St, Unit 22",Residential Property (1-4 Units),LC1,CA,3,TRNS,Jessica Taylor,2022-06-12,2052-06-04,2026-04-21,4931,Current,0,369361,0,729223,2022-05-13,712369,2024-07-17,716,51.85,2026-01-29,1425,92,SAV-83159,26305,2026-03-10,2026-03-21,Y
East West Bank,EWB-1000917,Equity,EWB-INT,Borrower 917,"6589 Main St, Unit 45",Commercial & Multi-Family (5+ Units),HE1,NY,3,LOSS,Charles Wilson,2022-10-01,2052-09-23,2026-04-21,2790,Current,0,946974,0,1152429,2022-09-01,1048854,2024-10-28,598,90.29,2026-03-20,1405,369,SAV-23439,1787,2026-03-16,2026-03-18,Y
East West Bank,EWB-1000918,Equity,PRIV,Borrower 918,"1234 Main St, Unit 36",Residential Property (1-4 Units),CR1,GA,2,SII,Sarah Jenkins,2023-11-03,2053-10-26,2026-04-21,4598,30-Day Delinquent,30,881536,0,1196439,2023-10-04,1342434,2025-08-30,720,65.67,2026-02-21,2724,413,SAV-36783,11492,2026-03-17,2026-03-18,Y
East West Bank,EWB-1000919,Equity,FNMA,Borrower 919,"6980 Main St, Unit 42",Residential Property (1-4 Units),SP1,TX,3,FC,Michael Chen,2023-08-04,2053-07-27,2026-04-21,1395,90-Day Delinquent,90,318892,270,456081,2023-07-05,448009,2025-11-20,818,71.18,2026-03-10,2616,496,SAV-32528,38641,2026-03-08,2026-03-17,N
East West Bank,EWB-1000920,Specialty,PRIV,Borrower 920,"6429 Main St, Unit 19",Residential Property (1-4 Units),LC1,IL,2,BK,James Miller,2023-12-11,2053-12-03,2026-04-21,1381,Current,0,470633,0,876448,2023-11-11,1068866,2025-06-21,707,44.03,2026-03-22,2412,124,SAV-76001,41257,2026-03-12,2026-03-22,N
East West Bank,EWB-1000921,Specialty,EWB-INT,Borrower 921,"1757 Main St, Unit 39",Residential Property (1-4 Units),CE1,VA,3,LEG,Margaret Harris,2023-04-08,2053-03-31,2026-04-21,3704,90-Day Delinquent,150,352527,2570,483840,2023-03-09,547103,2025-12-12,848,64.44,2026-02-02,2187,147,SAV-72701,19770,2026-03-21,2026-03-21,N
East West Bank,EWB-1000922,Construction,PRIV,Borrower 922,"2903 Main St, Unit 3",Commercial & Multi-Family (5+ Units),CS1,VA,2,DIS,Thomas Thompson,2023-05-19,2053-05-11,2026-04-21,2568,Current,0,628289,0,867104,2023-04-19,959458,2024-11-27,586,65.48,2026-03-16,3196,458,SAV-72494,48746,2026-03-16,2026-03-20,NA
East West Bank,EWB-1000923,Foreign National,FHLMC,Borrower 923,"3301 Main St, Unit 4",Commercial & Multi-Family (5+ Units),CS1,VA,1,BK,Jessica Taylor,2022-07-06,2052-06-28,2026-04-21,4267,60-Day Delinquent,60,656711,0,1310294,2022-06-06,1223196,2025-08-12,820,53.69,2026-02-13,2888,359,SAV-45165,5172,2026-03-14,2026-03-18,Y
East West Bank,EWB-1000924,Conventional,EWB-INT,Borrower 924,"8053 Main St, Unit 25",Commercial & Multi-Family (5+ Units),LC1,TX,2,FC,Barbara Taylor,2022-12-29,2052-12-21,2026-04-21,2693,30-Day Delinquent,30,691671,0,1001480,2022-11-29,1083241,2025-06-15,832,63.85,2026-01-30,1483,186,SAV-67308,3372,2026-03-19,2026-03-17,N
East West Bank,EWB-1000925,Specialty,GNMA,Borrower 925,"6509 Main St, Unit 32",Commercial & Multi-Family (5+ Units),LC1,WA,2,PIF,Robert Brown,2022-02-20,2052-02-13,2026-04-21,3544,Current,0,132519,0,186468,2022-01-21,191185,2025-01-01,723,69.31,2026-02-08,3997,190,SAV-94709,19065,2026-03-11,2026-03-21,Y
East West Bank,EWB-1000926,Conventional,FNMA,Borrower 926,"8643 Main St, Unit 34",Residential Property (1-4 Units),CR1,IL,4,LOSS,James Miller,2022-04-02,2052-03-25,2026-04-21,4157,Current,0,1214041,0,1434763,2022-03-03,1864534,2025-12-10,699,65.11,2026-02-06,3519,25,SAV-23197,43763,2026-03-14,2026-03-19,N
East West Bank,EWB-1000927,Lot Loan,FHLMC,Borrower 927,"7189 Main St, Unit 28",Commercial & Multi-Family (5+ Units),CE1,VA,2,SII,David Rodriguez,2023-07-13,2053-07-05,2026-04-21,4836,60-Day Delinquent,60,601405,0,1058380,2023-06-13,1261752,2024-10-04,665,47.66,2026-03-05,3888,200,SAV-93587,14252,2026-03-21,2026-03-21,NA
East West Bank,EWB-1000928,Construction,GNMA,Borrower 928,"1247 Main St, Unit 25",Residential Property (1-4 Units),HE1,TX,1,SII,Sandra Garcia,2023-08-27,2053-08-19,2026-04-21,2246,60-Day Delinquent,60,782897,0,1143778,2023-07-28,1218249,2025-02-22,697,64.26,2026-01-28,2354,321,SAV-80092,38552,2026-03-08,2026-03-18,NA
East West Bank,EWB-1000929,Conventional,FHLMC,Borrower 929,"1976 Main St, Unit 43",Residential Property (1-4 Units),LC1,FL,2,FC,James Miller,2022-05-05,2052-04-27,2026-04-21,2890,60-Day Delinquent,60,639547,0,675005,2022-04-05,722250,2025-01-04,726,88.55,2026-02-03,3303,46,SAV-36153,35200,2026-03-17,2026-03-21,Y
East West Bank,EWB-1000930,ARM,EWB-INT,Borrower 930,"9355 Main St, Unit 30",Residential Property (1-4 Units),CR1,MA,3,LEG,Karen Anderson,2023-08-18,2053-08-10,2026-04-21,3768,90-Day Delinquent,90,1070010,2900,1162140,2023-07-19,1446611,2025-10-05,760,73.97,2026-03-01,1034,133,SAV-31645,16681,2026-03-19,2026-03-17,NA
East West Bank,EWB-1000931,ARM,FHLMC,Borrower 931,"3091 Main St, Unit 25",Residential Property (1-4 Units),LC1,NJ,1,LOSS,Matthew Moore,2022-05-20,2052-05-12,2026-04-21,4003,Current,0,785343,0,1495592,2022-04-20,1534146,2025-07-04,725,51.19,2026-02-13,2830,453,SAV-73065,36933,2026-03-08,2026-03-21,NA
East West Bank,EWB-1000932,Specialty,FHLMC,Borrower 932,"5802 Main St, Unit 30",Commercial & Multi-Family (5+ Units),SP1,CA,2,M,Christopher Thomas,2022-10-08,2052-09-30,2026-04-21,4427,90-Day Delinquent,90,449259,4205,489679,2022-09-08,486568,2024-05-14,601,92.33,2026-03-21,2967,432,SAV-85290,29164,2026-03-15,2026-03-17,NA
East West Bank,EWB-1000933,Specialty,PRIV,Borrower 933,"8733 Main St, Unit 49",Commercial & Multi-Family (5+ Units),CR1,TX,2,M,Donald Martinez,2023-09-08,2053-08-31,2026-04-21,2355,Current,0,271596,0,505054,2023-08-09,471403,2025-08-20,799,57.61,2026-03-19,3780,409,SAV-55199,26040,2026-03-17,2026-03-21,NA
East West Bank,EWB-1000934,Foreign National,GNMA,Borrower 934,"4234 Main St, Unit 2",Residential Property (1-4 Units),CE1,GA,4,M,Margaret Harris,2023-07-14,2053-07-06,2026-04-21,4131,Current,0,693310,0,1275424,2023-06-14,1397851,2024-04-07,661,49.6,2026-03-06,3213,399,SAV-44053,48603,2026-03-19,2026-03-18,Y
East West Bank,EWB-1000935,Conventional,GNMA,Borrower 935,"3862 Main St, Unit 17",Commercial & Multi-Family (5+ Units),CR1,TX,1,DIS,Richard Davis,2023-11-30,2053-11-22,2026-04-21,3450,Current,0,453851,0,594972,2023-10-31,744967,2025-03-23,599,60.92,2026-02-17,1788,324,SAV-91249,44912,2026-03-15,2026-03-18,N
East West Bank,EWB-1000936,Equity,FNMA,Borrower 936,"1576 Main St, Unit 40",Commercial & Multi-Family (5+ Units),HE1,VA,2,SII,Joseph White,2022-11-05,2052-10-28,2026-04-21,4118,90-Day Delinquent,150,485582,1362,570162,2022-10-06,708362,2026-02-18,761,68.55,2026-03-11,2671,415,SAV-44188,11840,2026-03-21,2026-03-22,N
East West Bank,EWB-1000937,Foreign National,EWB-INT,Borrower 937,"1774 Main St, Unit 20",Residential Property (1-4 Units),HE1,WA,1,DIS,Charles Wilson,2022-11-18,2052-11-10,2026-04-21,4468,30-Day Delinquent,30,142101,0,195095,2022-10-19,235237,2025-12-24,641,60.41,2026-02-09,3027,241,SAV-81535,31921,2026-03-17,2026-03-19,NA
East West Bank,EWB-1000938,Lot Loan,FNMA,Borrower 938,"9313 Main St, Unit 4",Commercial & Multi-Family (5+ Units),SP1,TX,4,SII,Linda Garcia,2023-10-17,2053-10-09,2026-04-21,1797,Current,0,325281,0,500067,2023-09-17,456227,2025-10-22,686,71.3,2026-02-27,3922,72,SAV-44755,31173,2026-03-19,2026-03-17,NA
East West Bank,EWB-1000939,Specialty,PRIV,Borrower 939,"5915 Main St, Unit 25",Residential Property (1-4 Units),HE1,VA,1,PIF,Sarah Jenkins,2023-02-02,2053-01-25,2026-04-21,2702,90-Day Delinquent,90,1163299,2497,1494385,2023-01-03,1403646,2025-12-21,835,82.88,2026-02-22,3118,132,SAV-76904,19267,2026-03-22,2026-03-19,N
East West Bank,EWB-1000940,Lot Loan,FNMA,Borrower 940,"3260 Main St, Unit 5",Commercial & Multi-Family (5+ Units),HE1,MA,1,PIF,Jessica Taylor,2023-07-12,2053-07-04,2026-04-21,3808,Current,0,709670,0,806030,2023-06-12,936369,2025-10-20,786,75.79,2026-01-21,3141,429,SAV-96463,27958,2026-03-19,2026-03-19,Y
East West Bank,EWB-1000941,Foreign National,PRIV,Borrower 941,"3178 Main St, Unit 6",Residential Property (1-4 Units),HE1,VA,2,M,David Rodriguez,2023-07-27,2053-07-19,2026-04-21,2624,Current,0,1224122,0,1394360,2023-06-27,1691850,2025-06-16,788,72.35,2026-03-09,2257,299,SAV-97388,49887,2026-03-20,2026-03-17,NA
